id,csv_id,emp_code,"login_date","login_time",lunch_time,"logout_date","logout_time","actual_logout_time",total_time,total_office_time,ot,extra_ot,night_ot,status,abs_status,late_status,tiffin_bill,is_logged_in,is_edited,att_year
3,1,9867,"2019-10-12","11:48",0,"0000-00-00","","",0,0,0,0,0,1,1,0,0,1,0,2019
